RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	6.838386e-01	1.000000e+00	-6.000000e+00	-6.000000e+00	3.750000e+00	3.750000e+00	1.575000e+01	1.152000e+01	3.500000e+00	-5.000000e+00	0.000000e+00	2.000000e+00
2	6.232072e-01	1.000000e+00	-9.196148e-01	4.098500e+00	3.892071e+00	-7.587066e-01	6.804901e+00	7.756061e+00	2.515363e+00	-4.650778e+00	0.000000e+00	2.000000e+00
3	5.695388e-01	1.000000e+00	1.608960e+00	1.824428e+00	3.493046e+00	-5.358400e-01	1.745570e+00	4.265296e+00	1.564935e+00	-4.028886e+00	0.000000e+00	2.000000e+00
4	8.014572e-01	1.000000e+00	1.933758e+00	6.360322e-01	2.716278e+00	-3.799196e-01	-1.275182e-01	1.193228e+00	6.803317e-01	-3.096197e+00	0.000000e+00	2.000000e+00
5	-1.072248e-01	1.000000e+00	5.886545e-01	2.429535e-01	1.538178e+00	6.551765e-09	-3.532176e-02	-5.358088e-01	5.331998e-02	-1.538178e+00	0.000000e+00	2.000000e+00
6	4.063278e-01	5.000000e-01	-7.992144e-01	-1.325704e+00	2.023841e-01	-7.008987e-01						
7	-6.275907e-01	5.000000e-01	2.473660e-02	-2.221465e-01	7.753659e-01	-2.251952e-01	2.134974e-01	1.419378e+00	4.749147e-01	-1.000561e+00	0.000000e+00	2.000000e+00
8	1.849410e-01	2.500000e-01	4.061731e-01	4.967596e-02	1.298205e+00	7.918322e-09						
9	3.711110e-01	2.500000e-01	2.239925e-01	7.280909e-02	1.049018e+00	6.141608e-09	-1.635231e-02	3.998570e-01	2.260915e-01	-1.049018e+00	0.000000e+00	2.000000e+00
10	-1.211921e+00	2.500000e-01	-4.204707e-02	5.378763e-02	7.156260e-01	-7.690987e-08	1.925909e-01	1.311804e+00	4.124042e-01	-7.156260e-01	0.000000e+00	2.000000e+00
11	-1.020079e-01	1.250000e-01	2.239925e-01	1.034315e-01	1.049018e+00	8.806382e-09						
12	3.995394e-01	6.250000e-02	9.154415e-02	1.250429e-01	8.753161e-01	5.270034e-09						
13	-8.403162e+00	6.250000e-02	2.530938e-02	1.378348e-01	7.938945e-01	4.162400e-09	1.201567e-01	1.077743e+00	3.636726e-01	-7.938945e-01	0.000000e+00	2.000000e+00
14	-4.564819e+00	3.125000e-02	-4.204702e-02	1.448618e-01	7.156260e-01	6.581243e-09						
15	-9.258280e-01	1.562500e-02	-8.181448e-03	1.452564e-01	7.543878e-01	1.891360e-09						
16	1.440527e+00	7.812500e-03	8.605445e-03	1.453779e-01	7.740458e-01	2.437082e-09						
17	-9.495662e-01	1.562500e-02	1.696684e-02	1.454253e-01	7.839457e-01	2.695379e-09	1.284406e-01	1.106815e+00	3.696970e-01	-7.839457e-01	0.000000e+00	2.000000e+00
18	-3.567262e-01	7.812500e-03	3.363378e-02	1.450741e-01	8.038920e-01	3.314777e-09						
19	-5.451021e-02	3.906250e-03	2.530972e-02	1.452430e-01	7.938949e-01	3.096581e-09						
20	9.839931e-02	1.953125e-03	2.114157e-02	1.453259e-01	7.889154e-01	2.984999e-09						
21	-3.011737e-01	1.953125e-03	1.905686e-02	1.453668e-01	7.864315e-01	7.434316e-09	1.263465e-01	1.099533e+00	3.681871e-01	-7.864315e-01	0.000000e+00	2.000000e+00
22	-1.914513e-01	9.765625e-04	2.114556e-02	1.453753e-01	7.889202e-01	2.941293e-09						
23	1.000000e+00	4.882812e-04	2.010535e-02	1.453893e-01	7.876802e-01	2.912647e-09						
24	-2.821507e-01	4.882812e-04	1.958915e-02	1.453963e-01	7.870653e-01	2.898349e-09	1.258152e-01	1.097678e+00	3.678027e-01	-7.870653e-01	0.000000e+00	2.000000e+00
25	1.000000e+00	2.441406e-04	2.012134e-02	1.453981e-01	7.876993e-01	2.901817e-09						
26	-3.433661e-01	2.441406e-04	1.987076e-02	1.454010e-01	7.874007e-01	2.894868e-09	1.255345e-01	1.096697e+00	3.675993e-01	-7.874007e-01	0.000000e+00	2.000000e+00
27	1.000000e+00	1.220703e-04	2.015234e-02	1.454021e-01	7.877362e-01	2.896702e-09						
28	1.000000e+00	1.220703e-04	2.003909e-02	1.454034e-01	7.876013e-01	2.893559e-09	1.253667e-01	1.096110e+00	3.674777e-01	-7.876013e-01	0.000000e+00	2.000000e+00
29	1.000000e+00	1.220703e-04	2.020740e-02	1.454041e-01	7.878018e-01	2.894655e-09	1.251991e-01	1.095524e+00	3.673561e-01	-7.878018e-01	0.000000e+00	2.000000e+00
30		1.220703e-04	2.037569e-02	1.454048e-01	7.880024e-01	2.895749e-09	1.250316e-01	1.094937e+00	3.672346e-01	-7.880023e-01	0.000000e+00	2.000000e+00
