RTO_iter	u1	u2
0	1.500000e+00	-1.500000e+00
1	7.835288e-01	-8.023833e-01
2	8.384533e-02	-8.793035e-02
3	4.336871e-01	-4.451568e-01
4	-8.940807e-03	-6.777091e-01
5	5.182712e-01	-2.099005e-01
6	3.086892e-01	-4.444143e-01
7	3.989830e-01	-3.579733e-01
8	3.547161e-01	-4.021321e-01
9	4.034658e-01	-3.630204e-01
10	3.797835e-01	-3.834721e-01
11	3.553364e-01	-4.029376e-01
12	3.676590e-01	-3.933284e-01
13	3.556385e-01	-4.033112e-01
14	3.617377e-01	-3.984257e-01
15	3.557409e-01	-4.034338e-01
16	3.587726e-01	-4.009704e-01
17	3.602867e-01	-3.997364e-01
18	3.618104e-01	-3.985111e-01
19	3.587745e-01	-4.009709e-01
20	3.602875e-01	-3.997376e-01
21	3.610421e-01	-3.991215e-01
22	3.614163e-01	-3.988157e-01
23	3.615982e-01	-3.986670e-01
24	3.616798e-01	-3.986003e-01
25	3.615576e-01	-3.987017e-01
26	3.615900e-01	-3.986752e-01
27	3.615953e-01	-3.986709e-01
28	3.615975e-01	-3.986691e-01
29	3.615980e-01	-3.986686e-01
30	3.615983e-01	-3.986685e-01
