RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	3.865262e-01	1.000000e+00	-2.500000e+00	-2.500000e+00	2.750000e+00	2.750000e+00	4.250000e+00	5.200000e-01	-5.480000e+00	-3.000000e+00	0.000000e+00	2.000000e+00
2	-1.000000e+00	1.000000e+00	-7.446824e-01	-1.776025e+00	5.785302e-01	-4.579101e-01	1.131781e+00	2.261867e+00	-1.362859e+00	-1.036440e+00	1.110223e-14	2.000000e+00
3	2.109404e-01	5.000000e-01	-1.676174e+00	-8.580822e-01	2.583732e+00	1.226202e-08						
4	-9.865888e-03	5.000000e-01	-3.525678e-01	-2.878700e-01	1.123796e+00	3.718728e-09	5.972887e-01	2.258352e-01	-2.035659e+00	-1.123796e+00	0.000000e+00	2.000000e+00
5	3.995998e-01	2.500000e-01	-3.895686e-01	-3.582542e-01	4.826033e-01	2.394239e-09						
6	-1.550550e+00	2.500000e-01	-2.906397e-01	-3.689470e-03	7.787493e-01	2.707996e-09	4.360958e-01	1.122079e+00	-1.164635e+00	-7.787492e-01	0.000000e+00	2.000000e+00
7	-1.221061e+00	1.250000e-01	-3.525678e-01	8.143711e-02	1.123796e+00	3.853464e-09						
8	-8.341090e-01	6.250000e-02	-3.004529e-01	1.263098e-01	9.437092e-01	3.232883e-09						
9	-4.404626e-01	3.125000e-02	-2.904322e-01	1.391857e-01	8.595303e-01	2.995851e-09						
10	-1.145471e-01	1.562500e-02	-2.892758e-01	1.431558e-01	8.187362e-01	7.381722e-09						
11	1.093444e-01	7.812500e-03	-2.896448e-01	1.445158e-01	7.986446e-01	2.708370e-09						
12	-7.015003e-01	7.812500e-03	-2.900642e-01	1.450385e-01	7.886732e-01	2.671274e-09	4.354747e-01	1.092976e+00	-1.190518e+00	-7.886732e-01	0.000000e+00	2.000000e+00
13	-5.383515e-01	3.906250e-03	-2.896448e-01	1.451918e-01	7.986457e-01	2.728707e-09						
14	-4.390107e-01	1.953125e-03	-2.898349e-01	1.453142e-01	7.936545e-01	2.710589e-09						
15	-3.838150e-01	9.765625e-04	-2.899446e-01	1.453656e-01	7.911647e-01	2.701951e-09						
16	-3.548519e-01	4.882812e-04	-2.900030e-01	1.453888e-01	7.899233e-01	2.696965e-09						
17	-3.403887e-01	2.441406e-04	-2.900328e-01	1.453997e-01	7.893077e-01	2.694734e-09						
18	-3.337617e-01	1.220703e-04	-2.900475e-01	1.454048e-01	7.890090e-01	2.693631e-09						
19	1.000000e+00	6.103516e-05	-2.900542e-01	1.454071e-01	7.888740e-01	2.693139e-09						
20	1.000000e+00	6.103516e-05	-2.900568e-01	1.454080e-01	7.888222e-01	2.692951e-09	4.354681e-01	1.092541e+00	-1.190906e+00	-7.888222e-01	0.000000e+00	2.000000e+00
21	1.000000e+00	6.103516e-05	-2.900494e-01	1.454089e-01	7.889712e-01	2.693803e-09	4.354616e-01	1.092105e+00	-1.191295e+00	-7.889712e-01	0.000000e+00	2.000000e+00
22	1.000000e+00	6.103516e-05	-2.900420e-01	1.454098e-01	7.891204e-01	7.349765e-09	4.354551e-01	1.091669e+00	-1.191683e+00	-7.891204e-01	0.000000e+00	2.000000e+00
23	-4.336680e-01	6.103516e-05	-2.900347e-01	1.454107e-01	7.892695e-01	7.350076e-09	4.354488e-01	1.091233e+00	-1.192072e+00	-7.892695e-01	0.000000e+00	2.000000e+00
24	1.000000e+00	3.051758e-05	-2.900274e-01	1.454117e-01	7.894187e-01	7.350385e-09						
25	1.000000e+00	3.051758e-05	-2.900282e-01	1.454120e-01	7.894025e-01	2.696307e-09	4.354432e-01	1.090845e+00	-1.192419e+00	-7.894025e-01	0.000000e+00	2.000000e+00
26	1.000000e+00	3.051758e-05	-2.900217e-01	1.454129e-01	7.895356e-01	2.697057e-09	4.354376e-01	1.090456e+00	-1.192765e+00	-7.895355e-01	0.000000e+00	2.000000e+00
27	-5.106896e-01	3.051758e-05	-2.900153e-01	1.454139e-01	7.896686e-01	2.697816e-09	4.354321e-01	1.090068e+00	-1.193112e+00	-7.896686e-01	0.000000e+00	2.000000e+00
28	1.000000e+00	1.525879e-05	-2.900088e-01	1.454149e-01	7.898016e-01	2.698573e-09						
29	-5.374080e-01	1.525879e-05	-2.900090e-01	1.454150e-01	7.897973e-01	2.698557e-09	4.354269e-01	1.089692e+00	-1.193447e+00	-7.897973e-01	0.000000e+00	2.000000e+00
30		7.629395e-06	-2.900028e-01	1.454160e-01	7.899260e-01	2.699290e-09						
