RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-1.024932e-01	-2.942905e-02
2	8.967737e-01	8.854931e-03
3	1.324249e-01	-6.359482e-01
4	1.097730e+00	-3.748242e-01
5	5.724227e-01	-3.984571e-01
6	1.324240e-01	-6.359463e-01
7	3.244579e-01	-4.302921e-01
8	5.221796e-01	-2.773015e-01
9	4.210865e-01	-3.509957e-01
10	3.721368e-01	-3.898820e-01
11	3.244583e-01	-4.302926e-01
12	3.481264e-01	-4.098838e-01
13	3.600876e-01	-3.998301e-01
14	3.660983e-01	-3.948398e-01
15	3.691118e-01	-3.923553e-01
16	3.706241e-01	-3.911214e-01
17	3.691138e-01	-3.923637e-01
18	3.676044e-01	-3.936070e-01
19	3.683565e-01	-3.929882e-01
20	3.676009e-01	-3.936146e-01
21	3.668417e-01	-3.942366e-01
22	3.672145e-01	-3.939293e-01
23	3.673951e-01	-3.937793e-01
24	3.674762e-01	-3.937112e-01
25	3.675074e-01	-3.936848e-01
26	3.675170e-01	-3.936767e-01
27	3.675196e-01	-3.936745e-01
28	3.675232e-01	-3.936776e-01
29	3.675205e-01	-3.936738e-01
30	3.675234e-01	-3.936775e-01
