RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.523379e+02	1.317290e-01	4.160747e-01	2.544382e-01	1.058772e-01	6.402564e-02
3	-1.517329e+02	1.249145e-01	4.277068e-01	2.528226e-01	1.054822e-01	6.278732e-02
4	-1.511486e+02	1.216938e-01	4.333382e-01	2.519757e-01	1.052572e-01	6.219199e-02
5	-1.507887e+02	1.201272e-01	4.361093e-01	2.515439e-01	1.051385e-01	6.190017e-02
6	-1.505922e+02	1.193546e-01	4.374838e-01	2.513260e-01	1.050777e-01	6.175570e-02
7	-1.504898e+02	1.189708e-01	4.381683e-01	2.512165e-01	1.050470e-01	6.168382e-02
8	-1.504376e+02	1.187796e-01	4.385099e-01	2.511617e-01	1.050315e-01	6.164798e-02
9	-1.504112e+02	1.186842e-01	4.386806e-01	2.511343e-01	1.050238e-01	6.163007e-02
10	-1.503980e+02	1.186365e-01	4.387658e-01	2.511205e-01	1.050199e-01	6.162113e-02
11	-1.503914e+02	1.186126e-01	4.388085e-01	2.511137e-01	1.050180e-01	6.161666e-02
12	-1.503880e+02	1.186007e-01	4.388298e-01	2.511102e-01	1.050170e-01	6.161442e-02
13	-1.503864e+02	1.185948e-01	4.388404e-01	2.511085e-01	1.050165e-01	6.161331e-02
14	-1.503855e+02	1.185918e-01	4.388457e-01	2.511077e-01	1.050163e-01	6.161275e-02
15	-1.503851e+02	1.185903e-01	4.388484e-01	2.511072e-01	1.050161e-01	6.161247e-02
16	-1.503849e+02	1.185896e-01	4.388497e-01	2.511070e-01	1.050161e-01	6.161233e-02
17	-1.503848e+02	1.185892e-01	4.388504e-01	2.511069e-01	1.050160e-01	6.161226e-02
18	-1.503848e+02	1.185890e-01	4.388507e-01	2.511069e-01	1.050160e-01	6.161222e-02
19	-1.503847e+02	1.185889e-01	4.388509e-01	2.511068e-01	1.050160e-01	6.161221e-02
20	-1.503847e+02	1.185889e-01	4.388510e-01	2.511068e-01	1.050160e-01	6.161220e-02
