RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.760617e+02	1.265344e-01	3.780669e-01	2.755701e-01	1.093051e-01	8.543972e-02
3	-1.848724e+02	1.125872e-01	3.777160e-01	2.832930e-01	1.099362e-01	9.513081e-02
4	-1.884466e+02	1.035268e-01	3.800208e-01	2.869452e-01	1.099858e-01	1.004604e-01
5	-1.899441e+02	9.770337e-02	3.822454e-01	2.888730e-01	1.098905e-01	1.036380e-01
6	-1.905674e+02	9.394117e-02	3.838932e-01	2.899861e-01	1.097778e-01	1.056458e-01
7	-1.908186e+02	9.148918e-02	3.850188e-01	2.906708e-01	1.096826e-01	1.069584e-01
8	-1.909130e+02	8.987784e-02	3.857661e-01	2.911091e-01	1.096105e-01	1.078321e-01
9	-1.909432e+02	8.881182e-02	3.862578e-01	2.913964e-01	1.095587e-01	1.084185e-01
10	-1.909485e+02	8.810299e-02	3.865813e-01	2.915871e-01	1.095223e-01	1.088137e-01
11	-1.909453e+02	8.762989e-02	3.867948e-01	2.917147e-01	1.094972e-01	1.090804e-01
12	-1.909401e+02	8.731329e-02	3.869362e-01	2.918003e-01	1.094800e-01	1.092603e-01
13	-1.909352e+02	8.710100e-02	3.870302e-01	2.918579e-01	1.094684e-01	1.093818e-01
14	-1.909312e+02	8.695847e-02	3.870929e-01	2.918966e-01	1.094604e-01	1.094636e-01
15	-1.909283e+02	8.686268e-02	3.871349e-01	2.919227e-01	1.094551e-01	1.095189e-01
16	-1.909262e+02	8.679827e-02	3.871630e-01	2.919403e-01	1.094515e-01	1.095561e-01
17	-1.909247e+02	8.675493e-02	3.871819e-01	2.919522e-01	1.094490e-01	1.095812e-01
18	-1.909237e+02	8.672577e-02	3.871945e-01	2.919601e-01	1.094474e-01	1.095981e-01
19	-1.909230e+02	8.670614e-02	3.872031e-01	2.919655e-01	1.094463e-01	1.096094e-01
20	-1.909225e+02	8.669292e-02	3.872088e-01	2.919691e-01	1.094455e-01	1.096171e-01
