RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.389176e+00	8.428420e+01
2	4.656061e+00	8.829924e+01
3	4.736319e+00	8.919893e+01
4	4.756504e+00	8.935230e+01
5	4.761900e+00	8.938366e+01
6	4.763405e+00	8.939144e+01
7	4.763832e+00	8.939355e+01
8	4.763953e+00	8.939415e+01
9	4.763988e+00	8.939432e+01
10	4.763998e+00	8.939437e+01
11	4.764000e+00	8.939438e+01
12	4.764001e+00	8.939438e+01
13	4.764001e+00	8.939438e+01
14	4.764002e+00	8.939438e+01
15	4.764002e+00	8.939438e+01
16	4.764002e+00	8.939438e+01
17	4.764002e+00	8.939438e+01
18	4.764002e+00	8.939438e+01
19	4.764002e+00	8.939438e+01
20	4.764002e+00	8.939438e+01
