RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.834906e+02	1.162262e-01	3.740374e-01	2.829836e-01	1.099506e-01	9.462355e-02
3	-1.893291e+02	1.002072e-01	3.821506e-01	2.876861e-01	1.099248e-01	1.017548e-01
4	-1.906222e+02	9.333433e-02	3.855431e-01	2.895785e-01	1.097350e-01	1.051626e-01
5	-1.909069e+02	9.015850e-02	3.870060e-01	2.904584e-01	1.096061e-01	1.068694e-01
6	-1.909639e+02	8.863114e-02	3.876779e-01	2.908854e-01	1.095339e-01	1.077263e-01
7	-1.909716e+02	8.788198e-02	3.879990e-01	2.910961e-01	1.094961e-01	1.081559e-01
8	-1.909704e+02	8.751093e-02	3.881559e-01	2.912007e-01	1.094767e-01	1.083710e-01
9	-1.909685e+02	8.732627e-02	3.882334e-01	2.912529e-01	1.094669e-01	1.084787e-01
10	-1.909672e+02	8.723415e-02	3.882719e-01	2.912789e-01	1.094620e-01	1.085325e-01
11	-1.909665e+02	8.718813e-02	3.882911e-01	2.912919e-01	1.094595e-01	1.085595e-01
12	-1.909661e+02	8.716514e-02	3.883007e-01	2.912985e-01	1.094582e-01	1.085729e-01
13	-1.909659e+02	8.715364e-02	3.883055e-01	2.913017e-01	1.094576e-01	1.085797e-01
14	-1.909658e+02	8.714789e-02	3.883079e-01	2.913033e-01	1.094573e-01	1.085831e-01
15	-1.909658e+02	8.714502e-02	3.883091e-01	2.913041e-01	1.094572e-01	1.085847e-01
16	-1.909657e+02	8.714358e-02	3.883097e-01	2.913046e-01	1.094571e-01	1.085856e-01
17	-1.909657e+02	8.714286e-02	3.883100e-01	2.913048e-01	1.094570e-01	1.085860e-01
18	-1.909657e+02	8.714250e-02	3.883102e-01	2.913049e-01	1.094570e-01	1.085862e-01
19	-1.909657e+02	8.714232e-02	3.883102e-01	2.913049e-01	1.094570e-01	1.085863e-01
20	-1.909657e+02	8.714223e-02	3.883103e-01	2.913049e-01	1.094570e-01	1.085864e-01
