RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.800442e+02	1.188778e-01	3.834517e-01	2.773746e-01	1.094778e-01	8.762835e-02
3	-1.873579e+02	1.061196e-01	3.814315e-01	2.850242e-01	1.099386e-01	9.772063e-02
4	-1.898440e+02	9.774694e-02	3.843224e-01	2.879681e-01	1.098519e-01	1.023965e-01
5	-1.906818e+02	9.270832e-02	3.864965e-01	2.894730e-01	1.097012e-01	1.051059e-01
6	-1.909276e+02	8.973021e-02	3.876196e-01	2.904002e-01	1.095808e-01	1.068580e-01
7	-1.909741e+02	8.793698e-02	3.882344e-01	2.909722e-01	1.094958e-01	1.079710e-01
8	-1.909622e+02	8.684837e-02	3.885846e-01	2.913245e-01	1.094393e-01	1.086688e-01
9	-1.909394e+02	8.618504e-02	3.887898e-01	2.915408e-01	1.094031e-01	1.091021e-01
10	-1.909195e+02	8.578020e-02	3.889122e-01	2.916734e-01	1.093802e-01	1.093694e-01
11	-1.909051e+02	8.553296e-02	3.889859e-01	2.917545e-01	1.093660e-01	1.095338e-01
12	-1.908955e+02	8.538193e-02	3.890306e-01	2.918041e-01	1.093572e-01	1.096345e-01
13	-1.908893e+02	8.528966e-02	3.890578e-01	2.918344e-01	1.093518e-01	1.096962e-01
14	-1.908854e+02	8.523328e-02	3.890743e-01	2.918529e-01	1.093485e-01	1.097340e-01
15	-1.908829e+02	8.519884e-02	3.890844e-01	2.918642e-01	1.093464e-01	1.097571e-01
16	-1.908814e+02	8.517780e-02	3.890906e-01	2.918712e-01	1.093452e-01	1.097712e-01
17	-1.908805e+02	8.516494e-02	3.890943e-01	2.918754e-01	1.093444e-01	1.097798e-01
18	-1.908799e+02	8.515708e-02	3.890966e-01	2.918780e-01	1.093440e-01	1.097851e-01
19	-1.908796e+02	8.515228e-02	3.890980e-01	2.918795e-01	1.093437e-01	1.097883e-01
20	-1.908794e+02	8.514935e-02	3.890989e-01	2.918805e-01	1.093435e-01	1.097903e-01
