RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.773707e+02	9.982064e-02	4.258932e-01	2.682600e-01	1.078349e-01	7.888536e-02
3	-1.853806e+02	8.603485e-02	4.244297e-01	2.761242e-01	1.082411e-01	8.946305e-02
4	-1.874310e+02	8.285323e-02	4.202748e-01	2.795369e-01	1.083999e-01	9.410558e-02
5	-1.879827e+02	8.168172e-02	4.187320e-01	2.807772e-01	1.084338e-01	9.586444e-02
6	-1.881604e+02	8.123415e-02	4.181568e-01	2.812416e-01	1.084425e-01	9.653486e-02
7	-1.882237e+02	8.106197e-02	4.179384e-01	2.814185e-01	1.084452e-01	9.679209e-02
8	-1.882474e+02	8.099561e-02	4.178547e-01	2.814864e-01	1.084462e-01	9.689109e-02
9	-1.882564e+02	8.097002e-02	4.178225e-01	2.815126e-01	1.084465e-01	9.692925e-02
10	-1.882599e+02	8.096015e-02	4.178101e-01	2.815226e-01	1.084467e-01	9.694396e-02
11	-1.882612e+02	8.095635e-02	4.178053e-01	2.815265e-01	1.084467e-01	9.694964e-02
12	-1.882617e+02	8.095488e-02	4.178035e-01	2.815280e-01	1.084467e-01	9.695183e-02
13	-1.882619e+02	8.095431e-02	4.178028e-01	2.815286e-01	1.084467e-01	9.695267e-02
14	-1.882620e+02	8.095409e-02	4.178025e-01	2.815288e-01	1.084467e-01	9.695300e-02
15	-1.882620e+02	8.095401e-02	4.178024e-01	2.815289e-01	1.084467e-01	9.695312e-02
16	-1.882620e+02	8.095398e-02	4.178024e-01	2.815289e-01	1.084467e-01	9.695317e-02
17	-1.882620e+02	8.095396e-02	4.178024e-01	2.815290e-01	1.084467e-01	9.695319e-02
18	-1.882621e+02	8.095396e-02	4.178023e-01	2.815290e-01	1.084467e-01	9.695320e-02
19	-1.882621e+02	8.095396e-02	4.178023e-01	2.815290e-01	1.084467e-01	9.695320e-02
20	-1.882621e+02	8.095396e-02	4.178023e-01	2.815290e-01	1.084467e-01	9.695320e-02
