RTO_iter	cost	con	merit
1	1.330000e+00	1.100000e-01	2.430000e+00
2	1.103004e+00	-4.211013e-09	1.103004e+00
3	6.870421e-01	-1.849154e-03	6.870421e-01
4	3.855859e-01	-2.683558e-08	3.855859e-01
5	2.033456e-01	-1.185314e-08	2.033456e-01
6	1.455664e-01	-7.543920e-09	1.455664e-01
7	2.033456e-01	-7.624971e-09	2.033456e-01
8	1.585070e-01	-7.183441e-09	1.585070e-01
9	1.480020e-01	-6.959024e-09	1.480020e-01
10	1.457694e-01	-6.845926e-09	1.457694e-01
11	1.454134e-01	-6.789160e-09	1.454134e-01
12	1.455664e-01	-6.763774e-09	1.455664e-01
13	1.454262e-01	-6.793265e-09	1.454262e-01
14	1.454039e-01	-6.807997e-09	1.454039e-01
15	1.454262e-01	-6.784887e-09	1.454262e-01
16	1.454111e-01	-6.792184e-09	1.454111e-01
17	1.454065e-01	-6.795820e-09	1.454065e-01
18	1.454049e-01	-6.797313e-09	1.454049e-01
19	1.454044e-01	-6.798352e-09	1.454044e-01
20	1.454051e-01	-6.796718e-09	1.454051e-01
21	1.454059e-01	-6.795069e-09	1.454059e-01
22	1.454069e-01	-6.793413e-09	1.454069e-01
23	1.454081e-01	-6.791747e-09	1.454081e-01
24	1.454076e-01	-6.791960e-09	1.454076e-01
25	1.454084e-01	-6.790878e-09	1.454084e-01
26	1.454092e-01	-6.789788e-09	1.454092e-01
27	1.454102e-01	-6.788689e-09	1.454102e-01
28	1.454111e-01	-6.787578e-09	1.454111e-01
29	1.454122e-01	-6.786454e-09	1.454122e-01
30	1.454119e-01	-6.786603e-09	1.454119e-01
