RTO_iter	cost	con	merit
1	1.330000e+00	1.910000e+00	1.521000e+00
2	6.884189e-02	7.539444e-01	1.442363e-01
3	1.510037e-01	-1.890387e-09	1.510037e-01
4	1.464435e-01	-1.300301e-08	1.464435e-01
5	1.455963e-01	-1.009543e-08	1.455963e-01
6	1.454391e-01	-1.114777e-08	1.454391e-01
7	1.454099e-01	-1.067639e-08	1.454099e-01
8	1.454044e-01	-1.086008e-08	1.454044e-01
9	1.454034e-01	-1.079292e-08	1.454034e-01
10	1.454033e-01	-1.083155e-08	1.454033e-01
11	1.454032e-01	-1.081487e-08	1.454032e-01
12	1.454032e-01	-1.082205e-08	1.454032e-01
13	1.454032e-01	-1.081895e-08	1.454032e-01
14	1.454032e-01	-1.082029e-08	1.454032e-01
15	1.454032e-01	-1.081971e-08	1.454032e-01
16	1.454032e-01	-1.081996e-08	1.454032e-01
17	1.454032e-01	-1.081985e-08	1.454032e-01
18	1.454032e-01	-1.081990e-08	1.454032e-01
19	1.454032e-01	-1.081988e-08	1.454032e-01
20	1.454032e-01	-1.081989e-08	1.454032e-01
21	1.454032e-01	-1.081989e-08	1.454032e-01
22	1.454032e-01	-1.081989e-08	1.454032e-01
23	1.454032e-01	-1.081989e-08	1.454032e-01
24	1.454032e-01	-1.081989e-08	1.454032e-01
25	1.454032e-01	-1.081989e-08	1.454032e-01
