RTO_iter	cost	con	merit
1	2.250000e+00	-1.250000e+00	2.250000e+00
2	2.042868e+00	-1.245000e+00	2.042868e+00
3	1.658604e+00	-1.205000e+00	1.658604e+00
4	1.010076e+00	-1.005000e+00	1.010076e+00
5	5.215475e-01	-6.449999e-01	5.215475e-01
6	1.930194e-01	-1.249999e-01	1.930194e-01
7	1.438074e-01	5.711724e-03	2.009246e-01
8	1.438064e-01	5.714595e-03	2.009524e-01
9	1.438045e-01	5.720479e-03	2.010093e-01
10	1.632034e-01	-4.874971e-02	1.632034e-01
11	1.454205e-01	8.063395e-05	1.462268e-01
12	1.453907e-01	5.836857e-05	1.459743e-01
13	1.453887e-01	6.402406e-05	1.460290e-01
14	1.453899e-01	6.067019e-05	1.459966e-01
15	1.453892e-01	6.271234e-05	1.460163e-01
16	1.453919e-01	5.465177e-05	1.459384e-01
17	1.453846e-01	5.886258e-05	1.459732e-01
18	1.453847e-01	7.531087e-05	1.461378e-01
19	1.453945e-01	8.970297e-05	1.462915e-01
20	1.453796e-01	8.987107e-05	1.462783e-01
21	1.453827e-01	9.943450e-05	1.463770e-01
22	1.453762e-01	9.976194e-05	1.463738e-01
23	1.453772e-01	1.052079e-04	1.464293e-01
24	1.453740e-01	1.055582e-04	1.464296e-01
25	1.453745e-01	1.081589e-04	1.464560e-01
26	1.453728e-01	1.083897e-04	1.464567e-01
27	1.453714e-01	1.084087e-04	1.464555e-01
28	1.453715e-01	1.095171e-04	1.464667e-01
29	1.453707e-01	1.096011e-04	1.464667e-01
30	1.453707e-01	1.099966e-04	1.464707e-01
