RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.718784e+02	1.137080e-01	4.146602e-01	2.658130e-01	1.078254e-01	7.524336e-02
3	-1.808836e+02	9.792546e-02	4.211133e-01	2.715086e-01	1.082486e-01	8.251722e-02
4	-1.847118e+02	9.011138e-02	4.219094e-01	2.752156e-01	1.083721e-01	8.770729e-02
5	-1.863756e+02	8.662866e-02	4.207576e-01	2.774822e-01	1.084352e-01	9.091789e-02
6	-1.871761e+02	8.508250e-02	4.194750e-01	2.788147e-01	1.084798e-01	9.278282e-02
7	-1.876003e+02	8.413176e-02	4.186816e-01	2.796286e-01	1.084988e-01	9.394642e-02
8	-1.877985e+02	8.438670e-02	4.176986e-01	2.799414e-01	1.085472e-01	9.427046e-02
9	-1.878891e+02	8.415848e-02	4.175138e-01	2.801332e-01	1.085503e-01	9.454877e-02
10	-1.879586e+02	8.352231e-02	4.177021e-01	2.803554e-01	1.085276e-01	9.495037e-02
11	-1.880142e+02	8.257486e-02	4.180956e-01	2.806340e-01	1.084863e-01	9.549207e-02
12	-1.880938e+02	8.257168e-02	4.177553e-01	2.807857e-01	1.085003e-01	9.567762e-02
13	-1.881354e+02	8.242227e-02	4.176626e-01	2.808975e-01	1.084998e-01	9.584689e-02
14	-1.881397e+02	8.172725e-02	4.180193e-01	2.810696e-01	1.084642e-01	9.621187e-02
15	-1.881825e+02	8.165235e-02	4.178643e-01	2.811731e-01	1.084680e-01	9.635577e-02
16	-1.881960e+02	8.148249e-02	4.178839e-01	2.812446e-01	1.084616e-01	9.648202e-02
17	-1.882280e+02	8.165696e-02	4.176561e-01	2.812625e-01	1.084764e-01	9.646456e-02
18	-1.882484e+02	8.200661e-02	4.173884e-01	2.812151e-01	1.084982e-01	9.632799e-02
19	-1.882319e+02	8.259175e-02	4.171369e-01	2.810486e-01	1.085260e-01	9.599474e-02
20	-1.881877e+02	8.240553e-02	4.174417e-01	2.810028e-01	1.085083e-01	9.597937e-02
