RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.753924e+02	1.273106e-01	3.783815e-01	2.749919e-01	1.092394e-01	8.476950e-02
3	-1.835794e+02	1.154875e-01	3.761888e-01	2.824323e-01	1.099046e-01	9.393454e-02
4	-1.876034e+02	1.056737e-01	3.807836e-01	2.855320e-01	1.099598e-01	9.841864e-02
5	-1.903608e+02	9.477895e-02	3.865373e-01	2.884653e-01	1.097541e-01	1.034356e-01
6	-1.903425e+02	9.527808e-02	3.846945e-01	2.890075e-01	1.097992e-01	1.041137e-01
7	-1.879396e+02	1.058798e-01	3.662649e-01	2.915954e-01	1.102002e-01	1.067926e-01
8	-1.889424e+02	1.024439e-01	3.764458e-01	2.890088e-01	1.100495e-01	1.033648e-01
9	-1.892266e+02	1.013523e-01	3.739340e-01	2.906046e-01	1.100707e-01	1.056949e-01
10	-1.909009e+02	8.939134e-02	3.904876e-01	2.893492e-01	1.095232e-01	1.054542e-01
11	-1.907561e+02	8.353368e-02	3.972257e-01	2.892028e-01	1.091444e-01	1.063710e-01
12	-1.908904e+02	8.955439e-02	3.843733e-01	2.918405e-01	1.096113e-01	1.089268e-01
13	-1.907501e+02	8.994491e-02	3.811646e-01	2.929939e-01	1.096540e-01	1.105288e-01
14	-1.906275e+02	9.079155e-02	3.791063e-01	2.934562e-01	1.097044e-01	1.110711e-01
15	-1.909354e+02	8.815456e-02	3.860428e-01	2.917881e-01	1.095302e-01	1.090915e-01
16	-1.908733e+02	8.431075e-02	3.926350e-01	2.907821e-01	1.092566e-01	1.084033e-01
17	-1.904042e+02	8.038051e-02	3.990286e-01	2.898588e-01	1.089313e-01	1.079944e-01
18	-1.906399e+02	9.216946e-02	3.797019e-01	2.925729e-01	1.097616e-01	1.095747e-01
19	-1.908489e+02	8.557733e-02	3.959835e-01	2.887937e-01	1.092670e-01	1.053897e-01
20	-1.902496e+02	8.007302e-02	4.024592e-01	2.885484e-01	1.088521e-01	1.062661e-01
